team_number,rater_student_id,rated_student_id,criterion,feedback
1,S1_01,S1_01,Inhoudelijke inbreng,"S1_01, 2023.04.25Bent u van mening dat de inhoudelijke inbreng van deze student goed"
1,S1_01,S1_01,Werkkracht,"S1_01, in het kader van de eindverslag, heeft mijn team een goed verhaal gemaakt van onze activite"
1,S1_01,S1_01,Teamspeler,Ik vind het geweldig dat je hebt veel inbreng gedaan voor het project en het is een stuk beter als je in de
1,S1_01,S1_02,Inhoudelijke inbreng,"S1_02, debugging, 1e semester, cursus: Cadeaubonnen in de taal. Onderwerp: Werkkr"
1,S1_01,S1_02,Werkkracht,"Ik heb een zeer goede werkwijck in de team, en het is geweldig om te werken met je collega's. Je"
1,S1_01,S1_02,Teamspeler,S1_02Criterium: TeamspelerContext: samenwerkingIk heb een geweldige tijd gehad bij deze
1,S1_01,S1_03,Inhoudelijke inbreng,"""De student heeft veel gewerkt aan het scraping algoritme. Hij heeft de tijd geinvesteerd in het onderzoeken van de"
1,S1_01,S1_03,Werkkracht,"S1_03, 3, Werkkracht, de taal en de inhoud van de model zijn goed. De student heeft veel gew"
1,S1_01,S1_03,Teamspeler,"S1_03, Teamspeler, Planning. Ik heb veel gewerkt aan het algoritme en heb veel input geleverd op"
1,S1_01,S1_04,Inhoudelijke inbreng,S1_04: forecastInhoudelijke inbreng: niet gewerkt aan het scraping algoritme. vaak foutjes
1,S1_01,S1_04,Werkkracht,"S1_04, inzake het project met medestudenten, heeft mijn team enorm gewerkt en heeft een geweldige in"
1,S1_01,S1_04,Teamspeler,"S1_04Teamspeler criteriumNatuurlijk, het team had een uitstekende teamspel. Maar,"
1,S1_01,S1_05,Inhoudelijke inbreng,S1_05: het is geweldig dat je een deel van het project heeft uitgevoerd en je hebt veel inbreng g
1,S1_01,S1_05,Werkkracht,"S1_05: Werkkracht, presentatieIk heb de presentatie gemaakt en heb het scraping algoritme goed uitgewer"
1,S1_01,S1_05,Teamspeler,"S1_05, teamspeler, brainstormsessiesOpmerkingen: - het is niet zo goed als ik had verwacht"
1,S1_01,S1_06,Inhoudelijke inbreng,S1_06Criterium: Inhoudelijke inbrengContext: onderzoekDeze student heeft een flinke uit
1,S1_01,S1_06,Werkkracht,"S1_06, ontwerp, 08/09/2023Ik heb de collaboratieve werksessie van de medest"
